date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:19	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226281f2a7-31916%22	https://demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.eot	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.eot	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/all.min.css)
15:20:19	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226281f2a7-31916%22	https://demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.eot?	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900d41d.eot	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/all.min.css)
15:20:20	78268/78268	---M--	200	added ('OK')	application/font-woff2	etag:%226281f2ab-131bc%22	https://demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.woff2	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.woff2	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/all.min.css)
15:20:20	101648/101648	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226281f2a9-18d10%22	https://demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.woff	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.woff	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/all.min.css)
15:20:20	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%226281f2a8-317f8%22	https://demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.ttf	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.ttf	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/all.min.css)
15:20:21	924025/924025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226281f2af-e1979%22	https://demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.svg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/webfonts/fa-solid-900.svg	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/all.min.css)
15:20:22	473551/473551	---M--	200	added ('OK')	image/jpeg	etag:%226281f283-739cf%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/breadcrumb-bg.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/breadcrumb-bg.jpg	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:22	392577/392577	---M--	200	added ('OK')	image/png	etag:%226281f27f-5fd81%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/bg.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/bg.png	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:23	153956/153956	---M--	200	added ('OK')	image/png	etag:%226281f28a-25964%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/subscribe-bg.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/subscribe-bg.png	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:23	241578/241578	---M--	200	added ('OK')	image/png	etag:%226281f286-3afaa%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/footer-bg.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/footer-bg.png	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:23	74547/74547	---M--	200	added ('OK')	image/png	etag:%226281f285-12333%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/feature-bg.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/feature-bg.png	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:23	382950/382950	---M--	200	added ('OK')	image/png	etag:%226281f27f-5d7e6%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/black-concrete-textured.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/black-concrete-textured.png	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:24	35552/35552	---M--	200	added ('OK')	image/png	etag:%226281f284-8ae0%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/error-bg.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/error-bg.png	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:25	62924/62924	---M--	200	added ('OK')	image/png	etag:%226281f287-f5cc%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/hero-vector.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/hero-vector.png	(from https://demo.egenslab.com/html/creasoft/preview/index2.html)
15:20:25	23372/23372	---MCZ	200	added ('OK')	application/javascript	etag:W/%226281f294-5b4c%22	https://demo.egenslab.com/html/creasoft/preview/assets/js/particles.min.js	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/js/particles.min.js	(from https://demo.egenslab.com/html/creasoft/preview/index2.html)
15:20:25	197500/197500	---M--	200	added ('OK')	image/png	etag:%226281f28f-3037c%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/widget-content-bg.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/widget-content-bg.png	(from https://demo.egenslab.com/html/creasoft/preview/assets/css/style.css)
15:20:25	1287/1287	---MCZ	200	added ('OK')	application/javascript	etag:W/%226281f291-b8c%22	https://demo.egenslab.com/html/creasoft/preview/assets/js/app.js	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/js/app.js	(from https://demo.egenslab.com/html/creasoft/preview/index2.html)
15:20:26	66463/66463	---M--	200	added ('OK')	image/jpeg	etag:%226281f280-1039f%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/breadcrumb-video.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/breadcrumb-video.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:26	100910/100910	---M--	200	added ('OK')	image/jpeg	etag:%226281f28d-18a2e%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/why-2.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/why-2.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:26	140957/140957	---M--	200	added ('OK')	image/jpeg	etag:%226281f28d-2269d%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/why-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/why-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:26	77891/77891	---M--	200	added ('OK')	image/jpeg	etag:%226281f28e-13043%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/why-3.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/why-3.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:26	156616/156616	---M--	200	added ('OK')	image/jpeg	etag:%226281f28a-263c8%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/timeline-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/timeline-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:27	171378/171378	---M--	200	added ('OK')	image/jpeg	etag:%226281f28b-29d72%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/timeline-2.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/timeline-2.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:27	65762/65762	---M--	200	added ('OK')	image/jpeg	etag:%226281f28c-100e2%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/timeline-3.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/timeline-3.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:27	112959/112959	---M--	200	added ('OK')	image/jpeg	etag:%226281f28c-1b93f%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/timeline-4.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/timeline-4.jpg	(from https://demo.egenslab.com/html/creasoft/preview/about.html)
15:20:28	3892/3892	---M--	200	added ('OK')	image/png	etag:%226281f38d-f34%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-icon-4.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-icon-4.png	(from https://demo.egenslab.com/html/creasoft/preview/service.html)
15:20:28	3794/3794	---M--	200	added ('OK')	image/png	etag:%226281f393-ed2%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-icon-5.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-icon-5.png	(from https://demo.egenslab.com/html/creasoft/preview/service.html)
15:20:29	3840/3840	---M--	200	added ('OK')	image/png	etag:%226281f393-f00%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-icon-6.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-icon-6.png	(from https://demo.egenslab.com/html/creasoft/preview/service.html)
15:20:29	224016/224016	---M--	200	added ('OK')	image/jpeg	etag:%226281f378-36b10%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-thumnail.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-thumnail.jpg	(from https://demo.egenslab.com/html/creasoft/preview/service-details.html)
15:20:30	3013/3013	---M--	200	added ('OK')	image/png	etag:%226281f389-bc5%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-details-icon.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/icons/service-details-icon.png	(from https://demo.egenslab.com/html/creasoft/preview/service-details.html)
15:20:30	177031/177031	---M--	200	added ('OK')	image/jpeg	etag:%226281f28e-2b387%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/widget-banner-bg.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/widget-banner-bg.jpg	(from https://demo.egenslab.com/html/creasoft/preview/service-details.html)
15:20:30	1860/1860	---M--	200	added ('OK')	image/png	etag:%226281f27c-744%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/arrow-angle.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/arrow-angle.png	(from https://demo.egenslab.com/html/creasoft/preview/service-details.html)
15:20:31	126372/126372	---M--	200	added ('OK')	image/jpeg	etag:%226281f365-1eda4%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/thumb-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/thumb-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/service-details.html)
15:20:31	264626/264626	---M--	200	added ('OK')	image/jpeg	etag:%226281f36d-409b2%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/thumb-2.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/thumb-2.jpg	(from https://demo.egenslab.com/html/creasoft/preview/service-details.html)
15:20:31	169916/169916	---M--	200	added ('OK')	image/jpeg	etag:%226281f374-297bc%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/thumb-3.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/thumb-3.jpg	(from https://demo.egenslab.com/html/creasoft/preview/service-details.html)
15:20:31	81663/81663	---M--	200	added ('OK')	image/jpeg	etag:%226281f3ba-13eff%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/project-7.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/project-7.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project.html)
15:20:32	223639/223639	---M--	200	added ('OK')	image/jpeg	etag:%226281f3bc-36997%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/project-8.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/project-8.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project.html)
15:20:32	105377/105377	---M--	200	added ('OK')	image/jpeg	etag:%226281f3bc-19ba1%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/project-9.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/project-9.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project.html)
15:20:32	128477/128477	---M--	200	added ('OK')	image/jpeg	etag:%226281f3a4-1f5dd%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/project-10.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/project-10.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project.html)
15:20:32	147977/147977	---M--	200	added ('OK')	image/jpeg	etag:%226281f3af-24209%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/project-11.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/project-11.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project.html)
15:20:33	186913/186913	---M--	200	added ('OK')	image/jpeg	etag:%226281f3af-2da21%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/project-12.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/project-12.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project.html)
15:20:33	219841/219841	---M--	200	added ('OK')	image/jpeg	etag:%226281f3bd-35ac1%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/thumbnail-project.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/thumbnail-project.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project-details.html)
15:20:33	235554/235554	---M--	200	added ('OK')	image/jpeg	etag:%226281f3be-39822%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/work-thumb-slide.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/work-thumb-slide.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project-details.html)
15:20:33	55822/55822	---M--	200	added ('OK')	image/jpeg	etag:%226281f3bd-da0e%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/project/work-thumb-slide-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/project/work-thumb-slide-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/project-details.html)
15:20:34	797/797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226281f377-31d%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/icons/check.svg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/icons/check.svg	(from https://demo.egenslab.com/html/creasoft/preview/project-details.html)
15:20:34	12636/12636	---M--	200	added ('OK')	image/jpeg	etag:%226281f362-315c%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-tiny-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-tiny-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:35	12198/12198	---M--	200	added ('OK')	image/jpeg	etag:%226281f363-2fa6%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-tiny-2.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-tiny-2.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:35	14514/14514	---M--	200	added ('OK')	image/jpeg	etag:%226281f364-38b2%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-tiny-3.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-tiny-3.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:35	73860/73860	---M--	200	added ('OK')	image/jpeg	etag:%226281f2f8-12084%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-4.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-4.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:35	110925/110925	---M--	200	added ('OK')	image/jpeg	etag:%226281f2e6-1b14d%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-5.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-5.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:36	197193/197193	---M--	200	added ('OK')	image/png	etag:%226281f2f0-30249%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-6.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-6.png	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:36	88459/88459	---M--	200	added ('OK')	image/jpeg	etag:%226281f2f4-1598b%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-7.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-7.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:36	98214/98214	---M--	200	added ('OK')	image/jpeg	etag:%226281f2fe-17fa6%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-8.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-8.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:36	159255/159255	---M--	200	added ('OK')	image/jpeg	etag:%226281f30f-26e17%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-9.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-9.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:37	129974/129974	---M--	200	added ('OK')	image/jpeg	etag:%226281f2af-1fbb6%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-10.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-10.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog.html)
15:20:37	303152/303152	---M--	200	added ('OK')	image/jpeg	etag:%226281f34b-4a030%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-standard-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-standard-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-standard.html)
15:20:37	344474/344474	---M--	200	added ('OK')	image/jpeg	etag:%226281f34e-5419a%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-standard-2.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-standard-2.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-standard.html)
15:20:38	217503/217503	---M--	200	added ('OK')	image/jpeg	etag:%226281f34d-3519f%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-standard-3.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-standard-3.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-standard.html)
15:20:38	384836/384836	---M--	200	added ('OK')	image/jpeg	etag:%226281f361-5df44%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-thumb.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-thumb.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-details.html)
15:20:38	102638/102638	---M--	200	added ('OK')	image/jpeg	etag:%226281f319-190ee%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-gallery-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-gallery-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-details.html)
15:20:38	125527/125527	---M--	200	added ('OK')	image/jpeg	etag:%226281f31d-1ea57%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-gallery-2.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/blog/blog-gallery-2.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-details.html)
15:20:39	8240/8240	---M--	200	added ('OK')	image/jpeg	etag:%226281f27c-2030%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/author-1.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/author-1.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-details.html)
15:20:39	6889/6889	---M--	200	added ('OK')	image/jpeg	etag:%226281f27d-1ae9%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/author-2.jpg	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/author-2.jpg	(from https://demo.egenslab.com/html/creasoft/preview/blog-details.html)
15:20:40	13006/13006	---M--	200	added ('OK')	image/png	etag:%226281f27b-32ce%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/404.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/404.png	(from https://demo.egenslab.com/html/creasoft/preview/error.html)
15:20:42	318814/318814	---M--	200	added ('OK')	image/png	etag:%226281f283-4dd5e%22	https://demo.egenslab.com/html/creasoft/preview/assets/img/call-center.png	C:/Users/PC/Downloads/final%20one/demo.egenslab.com/html/creasoft/preview/assets/img/call-center.png	(from https://demo.egenslab.com/html/creasoft/preview/contact.html)
